,Class,Sex,Age,Survived
18,2nd,Male,Child,Yes
18,2nd,Male,Child,Yes
18,2nd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
19,3rd,Male,Child,Yes
20,Crew,Male,Child,Yes
21,1st,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
22,2nd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
23,3rd,Female,Child,Yes
24,Crew,Female,Child,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
25,1st,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
26,2nd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
27,3rd,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
28,Crew,Male,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
29,1st,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
30,2nd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
31,3rd,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
32,Crew,Female,Adult,Yes
